Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,multiple_deliveries,Festival,City,Time_taken (min),distance
22.0,4.6,Stormy,Medium,1,0.0,0.0,Metropolitian,25,6.050084991996258
21.0,4.3,Sandstorms,Medium,0,1.0,0.0,Urban,32,12.420345124240976
35.0,4.7,Windy,Low,1,1.0,0.0,Metropolitian,27,1.5297232853100242
35.0,4.7,Fog,Jam,2,1.0,0.0,Metropolitian,37,20.85246332426527
39.0,4.6,Stormy,High,1,0.0,0.0,Metropolitian,26,1.5581244322254744
27.0,4.9,Sunny,Low,0,0.0,0.0,Metropolitian,16,1.5454029750341656
33.0,4.6,Sunny,Jam,1,0.0,0.0,Urban,23,16.902901527491974
22.0,4.7,Windy,Medium,2,1.0,0.0,Metropolitian,27,19.88431857497891
38.0,4.9,Sunny,Jam,2,1.0,0.0,Metropolitian,20,7.6838087174265155
37.0,4.5,Windy,Low,1,0.0,0.0,Urban,20,4.477009777562606
39.0,4.7,Windy,Low,2,0.0,0.0,Metropolitian,20,16.849939918016496
33.0,5.0,Cloudy,Jam,1,0.0,0.0,Metropolitian,28,4.528225009313327
25.0,4.6,Windy,Jam,2,1.0,0.0,Metropolitian,13,4.596738270616882
34.0,5.0,Sunny,Jam,2,0.0,0.0,Metropolitian,17,7.568344841161829
36.0,4.6,Sunny,Jam,0,1.0,0.0,Urban,30,12.099096916817196
25.0,5.0,Stormy,Low,1,1.0,0.0,Metropolitian,14,1.5605734793807475
37.0,4.8,Sunny,Low,0,0.0,0.0,Metropolitian,20,16.852118690780628
22.0,4.8,Fog,Low,0,0.0,0.0,Metropolitian,20,1.5137004246299195
24.0,4.6,Windy,Medium,1,0.0,0.0,Metropolitian,29,20.181059137197774
30.0,4.3,Sandstorms,Medium,2,0.0,0.0,Metropolitian,38,20.287447814730296
37.0,3.2,Sunny,Low,0,1.0,0.0,Metropolitian,34,20.253584375809144
33.0,5.0,Stormy,High,2,0.0,0.0,Metropolitian,32,1.465202509828137
39.0,4.7,Sunny,High,1,,0.0,Metropolitian,18,6.210141144622587
32.0,4.8,Fog,Medium,0,1.0,0.0,Urban,36,13.970007989574006
36.0,4.3,Fog,Jam,1,0.0,0.0,Metropolitian,36,16.63651695459671
37.0,4.9,Cloudy,Low,0,0.0,0.0,Metropolitian,38,13.763896210757975
31.0,5.0,Sandstorms,Low,1,0.0,0.0,Metropolitian,17,10.569496921731533
31.0,4.8,Fog,Low,2,1.0,0.0,Metropolitian,16,4.469351491411031
32.0,4.8,Windy,Jam,0,1.0,0.0,Metropolitian,41,10.56459693415822
20.0,4.7,Windy,Medium,0,1.0,0.0,Metropolitian,21,5.958756242189327
33.0,4.5,Windy,High,1,1.0,0.0,Metropolitian,27,6.049956259946466
22.0,4.8,Sunny,Low,1,1.0,0.0,Metropolitian,17,2.979410112022739
21.0,4.3,Fog,High,1,1.0,0.0,Metropolitian,34,6.210141144622587
24.0,4.9,Stormy,Medium,2,1.0,0.0,Metropolitian,17,12.419724873245404
28.0,4.9,Windy,Low,1,1.0,0.0,Metropolitian,15,9.055525276451307
25.0,4.8,Cloudy,Low,0,0.0,0.0,Urban,21,17.13783007771357
33.0,4.2,Fog,High,1,1.0,0.0,Metropolitian,31,1.5368199501604665
31.0,4.8,Cloudy,Medium,0,0.0,0.0,Metropolitian,25,4.657528074267875
24.0,4.9,Windy,Low,1,1.0,0.0,Metropolitian,12,12.074224380435524
30.0,4.8,Sunny,Jam,2,0.0,0.0,Metropolitian,21,19.663125922534896
38.0,4.0,Sandstorms,Medium,1,1.0,0.0,Metropolitian,31,4.596439723177665
29.0,4.8,Windy,Jam,0,1.0,0.0,Metropolitian,27,7.790424984867288
23.0,4.4,Sandstorms,Jam,0,0.0,0.0,Metropolitian,33,12.162115936702182
23.0,4.7,Windy,Jam,2,,0.0,Urban,16,4.560738018710785
35.0,4.7,Windy,Low,2,1.0,0.0,,27,3.116121839413475
39.0,4.4,Windy,High,0,1.0,0.0,Metropolitian,38,2.9795405223586338
30.0,4.8,Sandstorms,Low,1,1.0,0.0,Metropolitian,21,3.040541510002792
25.0,4.2,Stormy,Jam,0,1.0,0.0,Metropolitian,39,16.902806732498032
20.0,4.9,Fog,Jam,1,1.0,0.0,Metropolitian,28,7.6470478692714
31.0,4.7,Fog,Low,0,1.0,0.0,Metropolitian,39,10.590448391072323
38.0,3.8,Sandstorms,Medium,1,1.0,0.0,Metropolitian,39,13.612451541411556
20.0,4.7,Fog,Low,0,1.0,0.0,Metropolitian,22,17.078706390631634
25.0,2.5,Sunny,Low,2,0.0,0.0,Metropolitian,35,20.851598740135785
20.0,4.8,Windy,Low,1,0.0,0.0,Metropolitian,14,1.4922358976851475
31.0,4.4,Stormy,Medium,0,1.0,0.0,Metropolitian,33,7.601870282547478
24.0,4.6,Sandstorms,Low,1,0.0,0.0,,14,1.5126978119717678
20.0,4.6,Windy,Low,1,1.0,0.0,Metropolitian,15,1.5125654463644045
39.0,4.8,Fog,Low,1,0.0,0.0,Urban,19,1.5321262845594088
32.0,4.4,Windy,Jam,2,0.0,0.0,Urban,40,16.981594342110476
32.0,3.7,Stormy,Medium,2,1.0,0.0,Metropolitian,31,17.078029070273278
26.0,4.7,Cloudy,Low,0,0.0,0.0,Urban,21,12.11684826095673
33.0,4.7,Sunny,Jam,1,0.0,0.0,,22,7.76260023979039
35.0,4.2,Stormy,Low,0,1.0,0.0,Metropolitian,24,3.1051103947027285
34.0,4.8,Cloudy,Jam,0,2.0,0.0,Metropolitian,51,13.989512471854455
34.0,4.8,Windy,High,0,1.0,0.0,Metropolitian,35,3.105144913226864
28.0,4.1,Fog,Jam,2,2.0,0.0,Metropolitian,41,16.72238039080485
36.0,4.9,Sunny,Low,1,,0.0,Metropolitian,18,1.4922779167659712
22.0,4.7,Sunny,Low,2,1.0,0.0,Metropolitian,18,9.08800511371514
33.0,4.9,Sandstorms,High,0,1.0,0.0,Semi-Urban,49,3.116288055540994
34.0,4.6,Stormy,Jam,1,0.0,0.0,Metropolitian,26,13.82913165629175
23.0,5.0,Sunny,Medium,1,0.0,0.0,Metropolitian,16,10.711185800959658
20.0,4.5,Sunny,Low,0,1.0,0.0,Metropolitian,26,13.767318777064409
36.0,4.9,Sunny,Low,2,1.0,0.0,Metropolitian,18,7.546800541055753
22.0,4.7,Sunny,Jam,0,0.0,0.0,Metropolitian,24,13.973206773137711
34.0,4.6,Windy,Low,2,1.0,0.0,Metropolitian,21,10.906036622245482
21.0,4.5,Stormy,Medium,2,0.0,0.0,Metropolitian,21,9.348448896833318
28.0,4.6,Cloudy,Jam,2,1.0,0.0,Metropolitian,33,20.5545733218898
28.0,4.6,Stormy,Low,1,1.0,0.0,Metropolitian,18,9.315069177421892
38.0,4.6,Fog,Jam,2,0.0,0.0,Metropolitian,42,12.100287598006089
37.0,5.0,Sunny,Low,2,1.0,0.0,,19,7.761422437275375
36.0,4.8,Fog,Medium,1,1.0,0.0,Urban,39,19.659494006263994
39.0,4.6,Sunny,Low,0,0.0,0.0,Metropolitian,25,17.138077427627863
26.0,4.4,Stormy,High,0,1.0,0.0,Metropolitian,33,1.5581570033504792
29.0,4.5,Fog,High,0,1.0,0.0,Metropolitian,21,6.120777222727991
34.0,4.8,Windy,Low,0,1.0,0.0,Urban,20,13.97194896017493
25.0,5.0,Sunny,High,1,1.0,0.0,Urban,13,6.081389116676368
35.0,4.2,Windy,Low,0,0.0,0.0,Urban,24,9.121136119359766
25.0,4.6,Cloudy,Medium,1,1.0,0.0,Metropolitian,35,10.90605850332722
29.0,4.7,Stormy,Low,2,0.0,0.0,Metropolitian,17,11.917779612813971
34.0,4.1,Sandstorms,Low,0,1.0,0.0,Metropolitian,25,3.0734222587643045
37.0,4.6,Cloudy,Jam,0,0.0,1.0,Semi-Urban,54,12.435540495461442
36.0,4.7,Fog,Low,0,1.0,0.0,Urban,24,7.683744768651736
28.0,4.9,Sunny,High,2,0.0,0.0,Urban,12,6.242088049788142
30.0,4.7,Fog,Low,2,1.0,0.0,Metropolitian,18,4.469166522803337
34.0,4.2,Windy,Jam,2,1.0,0.0,Metropolitian,32,13.970007989574006
24.0,4.9,Sandstorms,Jam,2,1.0,0.0,,12,4.596534542243907
32.0,4.7,Windy,High,1,1.0,0.0,Metropolitian,26,1.5203728379727393
21.0,4.8,Cloudy,High,0,1.0,0.0,Urban,22,6.232152800668749
32.0,5.0,Windy,Low,1,0.0,0.0,Metropolitian,29,1.5094466586405106
33.0,4.6,Sunny,High,1,1.0,0.0,Urban,23,6.210098947886509
28.0,4.6,Sunny,High,2,1.0,0.0,Metropolitian,18,1.5607174317807049
22.0,4.7,Fog,Jam,0,1.0,0.0,Metropolitian,24,4.610339345524684
37.0,4.2,Fog,Jam,1,0.0,0.0,Urban,35,4.528158738548494
22.0,4.6,Sandstorms,Medium,1,1.0,0.0,Metropolitian,28,6.217689154531591
32.0,4.8,Cloudy,Low,2,1.0,0.0,Metropolitian,19,1.5126859754657422
34.0,4.2,Cloudy,Medium,0,1.0,0.0,Metropolitian,31,7.763197145328887
36.0,4.7,Sandstorms,High,1,1.0,0.0,Metropolitian,25,1.5545437335214782
24.0,4.9,Cloudy,Medium,1,0.0,0.0,Urban,17,4.674280112157379
20.0,4.7,Fog,Jam,1,1.0,0.0,Metropolitian,32,9.074331008326515
37.0,4.7,Stormy,Low,1,0.0,0.0,Urban,25,3.1045718665451782
26.0,5.0,Cloudy,Low,1,1.0,0.0,Metropolitian,10,4.494166054627451
34.0,3.5,Stormy,Medium,2,0.0,0.0,Metropolitian,35,17.074806111801863
23.0,5.0,Stormy,Low,1,1.0,0.0,Metropolitian,16,10.924508385005714
39.0,5.0,Cloudy,Medium,0,0.0,0.0,Metropolitian,37,10.721987300671117
36.0,4.8,Sunny,Low,0,1.0,0.0,Metropolitian,29,7.5735286916855555
36.0,4.4,Sandstorms,Low,0,0.0,0.0,Metropolitian,22,1.529162766029632
20.0,4.8,Cloudy,Low,0,0.0,0.0,,16,1.5545816630911855
32.0,4.8,Sunny,Low,0,1.0,0.0,Metropolitian,27,7.54626481457244
27.0,4.6,Windy,Low,2,0.0,0.0,Metropolitian,18,12.463970105023904
36.0,4.6,Stormy,Low,0,1.0,0.0,Metropolitian,24,16.72143013885536
33.0,4.7,Sunny,Low,2,1.0,0.0,Urban,29,19.76106632827125
24.0,4.6,Windy,Low,1,0.0,0.0,Metropolitian,15,12.4179077297463
34.0,4.8,Fog,Jam,1,2.0,0.0,,45,13.89593366321021
23.0,4.6,Sunny,Jam,2,0.0,0.0,Metropolitian,13,19.39519667428027
21.0,4.8,Cloudy,Low,2,1.0,0.0,Metropolitian,29,19.87568060491073
32.0,4.1,Sandstorms,Jam,0,1.0,1.0,Metropolitian,54,20.176709024393567
25.0,5.0,Sandstorms,Medium,2,1.0,0.0,Metropolitian,18,17.137482577838597
38.0,5.0,Stormy,Jam,2,1.0,0.0,Metropolitian,27,4.579028199695073
28.0,4.9,Stormy,Low,2,0.0,0.0,Metropolitian,18,9.059751696610586
24.0,4.7,Cloudy,Jam,0,0.0,0.0,Metropolitian,24,4.56126563284071
31.0,4.8,Fog,Low,2,1.0,0.0,Metropolitian,18,7.600990561376193
36.0,4.4,Cloudy,Jam,1,0.0,0.0,Urban,35,12.4179077297463
30.0,4.7,Sandstorms,Low,2,1.0,0.0,Urban,20,7.683608397233649
22.0,5.0,Sunny,Low,2,0.0,0.0,Urban,23,9.313705947300656
32.0,4.7,Fog,Jam,1,1.0,0.0,Metropolitian,29,7.790160607220383
24.0,4.5,Stormy,Jam,0,1.0,0.0,Urban,27,16.90375725452544
32.0,4.7,Cloudy,Low,1,1.0,0.0,Urban,18,1.5125177574805933
24.0,4.7,Sandstorms,High,2,0.0,0.0,Urban,13,3.109096155702646
36.0,4.6,Cloudy,Medium,0,0.0,0.0,Metropolitian,30,4.5279972125744
21.0,5.0,Windy,Jam,2,1.0,0.0,Metropolitian,18,13.89640627144465
35.0,5.0,Fog,Low,1,0.0,0.0,Urban,18,1.5125562753617192
27.0,4.6,Fog,Low,0,,0.0,Metropolitian,15,9.192881349038217
25.0,4.8,Cloudy,Medium,0,2.0,0.0,Metropolitian,38,13.988777563349286
23.0,5.0,Sunny,Jam,2,1.0,0.0,Urban,24,20.206804295781904
35.0,4.7,Windy,Jam,0,2.0,0.0,Metropolitian,40,7.651068542725116
29.0,4.1,Sandstorms,Jam,0,1.0,0.0,Metropolitian,37,19.975808791439345
28.0,4.8,Windy,Jam,2,0.0,0.0,,16,19.471572069891607
37.0,4.8,Cloudy,Medium,0,1.0,0.0,Urban,26,6.209021101535612
35.0,4.9,Windy,Medium,1,0.0,0.0,Metropolitian,30,9.313017158714828
23.0,3.5,Sunny,Low,1,1.0,0.0,Metropolitian,32,10.881431823102778
39.0,4.5,Sandstorms,Low,1,1.0,0.0,Urban,27,12.293290453033771
24.0,4.5,Fog,Medium,2,0.0,0.0,Metropolitian,13,8.952508524589783
36.0,3.5,Cloudy,Low,2,1.0,0.0,Metropolitian,34,20.18269322461139
25.0,4.7,Stormy,Medium,2,1.0,0.0,Metropolitian,29,6.080888252609821
31.0,5.0,Cloudy,High,1,1.0,0.0,Metropolitian,25,1.4899109729390851
31.0,4.6,Sunny,Jam,0,1.0,0.0,Metropolitian,29,4.674220356187266
34.0,4.9,Stormy,Jam,2,1.0,0.0,Metropolitian,30,20.55801888595094
28.0,4.7,Sandstorms,High,1,1.0,0.0,Metropolitian,26,3.01882678715419
28.0,4.9,Fog,High,0,1.0,0.0,Metropolitian,24,6.037990253487766
37.0,4.7,Stormy,Jam,0,2.0,0.0,Metropolitian,42,11.91657558009644
23.0,4.7,Stormy,Low,1,1.0,0.0,,16,10.923744986168584
33.0,4.5,Stormy,Jam,2,1.0,0.0,,40,11.748234358739852
30.0,3.9,Stormy,Jam,2,,0.0,Metropolitian,32,12.116950608888414
23.0,4.7,Fog,Medium,2,1.0,0.0,Metropolitian,31,20.206226468830582
29.0,4.9,Sunny,Jam,2,1.0,0.0,Urban,22,12.25501434480783
25.0,5.0,Windy,Medium,1,0.0,0.0,Metropolitian,27,9.313017158714828
32.0,5.0,Sunny,Low,2,1.0,0.0,Metropolitian,17,9.31399060766806
27.0,4.9,Fog,Medium,1,0.0,0.0,Metropolitian,18,9.178296996538572
27.0,4.9,Windy,Low,1,0.0,0.0,Metropolitian,12,16.7878044642097
27.0,4.7,Sandstorms,Medium,2,0.0,0.0,Metropolitian,22,7.573225613488764
37.0,4.8,Sunny,Medium,0,1.0,0.0,Metropolitian,36,16.826241648658115
31.0,4.4,Fog,Medium,2,0.0,0.0,Metropolitian,37,20.85157880964364
20.0,4.9,Fog,Medium,0,1.0,0.0,Metropolitian,23,4.560740459631507
23.0,4.3,Cloudy,Jam,2,2.0,0.0,Metropolitian,40,12.41960204102968
30.0,4.0,Cloudy,Jam,1,1.0,0.0,Metropolitian,35,8.93752787352923
23.0,5.0,Sandstorms,High,2,1.0,0.0,Metropolitian,28,6.2178514120156425
37.0,4.7,Sandstorms,Medium,1,,0.0,Metropolitian,30,16.635820545592292
32.0,4.7,Windy,Low,1,0.0,0.0,Metropolitian,17,12.418575637818035
23.0,4.6,Sunny,Low,1,0.0,0.0,Metropolitian,28,13.40635545530559
32.0,4.7,Sandstorms,Low,1,1.0,0.0,Metropolitian,28,1.5368334425195926
29.0,4.3,Stormy,Low,0,0.0,0.0,Metropolitian,26,9.055525276451307
33.0,5.0,Stormy,Jam,2,1.0,0.0,Metropolitian,29,12.419464414087114
29.0,4.7,Windy,High,1,1.0,0.0,Metropolitian,19,1.5147941817694572
28.0,4.9,Sunny,Low,0,0.0,0.0,Metropolitian,14,3.0734222587643045
39.0,4.9,Sandstorms,High,2,1.0,0.0,Metropolitian,33,3.025345653222032
35.0,5.0,Cloudy,Jam,2,1.0,0.0,Semi-Urban,49,10.724145471030752
39.0,4.8,Stormy,Low,1,,0.0,Metropolitian,29,4.537553114731602
28.0,4.9,Sunny,Low,2,0.0,0.0,,18,9.074331008326515
29.0,4.5,Sunny,Jam,1,0.0,0.0,Metropolitian,23,14.021819246588828
27.0,4.8,Sandstorms,Low,0,0.0,0.0,Metropolitian,15,12.23737947367096
37.0,4.9,Windy,Low,0,0.0,0.0,Metropolitian,25,17.074283280249404
33.0,4.0,Sandstorms,Low,0,1.0,0.0,,24,3.04081604085675
21.0,4.5,Sunny,High,1,0.0,0.0,,11,3.073462803868858
29.0,4.0,Cloudy,High,2,0.0,0.0,Metropolitian,32,6.12918392293498
34.0,4.1,Sandstorms,Jam,0,2.0,0.0,Metropolitian,40,17.076407856166536
23.0,4.8,Stormy,Jam,2,1.0,0.0,Metropolitian,13,4.59595027478907
30.0,4.9,Cloudy,Jam,0,1.0,0.0,Metropolitian,42,17.07747121287486
39.0,5.0,Stormy,Low,1,1.0,0.0,Metropolitian,28,1.5524796373051026
37.0,4.7,Windy,High,2,1.0,0.0,Metropolitian,34,3.0597099613184358
30.0,4.8,Fog,Medium,0,1.0,0.0,Metropolitian,39,19.36338289365832
26.0,4.4,Stormy,Low,0,0.0,0.0,Metropolitian,29,3.116455382882508
31.0,5.0,Sunny,Jam,0,0.0,0.0,Metropolitian,42,19.362530001074912
23.0,4.7,Stormy,High,2,0.0,0.0,Urban,10,1.5202946823347985
37.0,4.5,Windy,Medium,1,1.0,0.0,Metropolitian,38,12.43518327861207
23.0,4.5,Windy,Medium,1,0.0,0.0,Metropolitian,26,6.051989448511275
31.0,4.8,Cloudy,Low,1,1.0,0.0,Metropolitian,25,20.20593639018606
27.0,4.6,Fog,Jam,1,1.0,0.0,Metropolitian,30,13.969535082204027
32.0,4.7,Sandstorms,Low,0,1.0,0.0,Metropolitian,24,20.253748386838097
21.0,4.7,Stormy,Jam,2,1.0,0.0,Metropolitian,19,4.537601588065108
35.0,3.8,Windy,Medium,1,1.0,0.0,Metropolitian,36,13.58314386669513
36.0,4.9,Stormy,Low,2,1.0,0.0,Metropolitian,20,7.60180033473793
21.0,4.6,Fog,Jam,1,,0.0,Urban,30,19.042595484787427
35.0,4.6,Cloudy,Medium,2,1.0,0.0,Metropolitian,16,4.540569477332525
21.0,4.8,Sandstorms,Low,2,1.0,0.0,Metropolitian,18,16.385802266862793
34.0,5.0,Cloudy,Jam,0,0.0,0.0,Urban,30,4.674184358398377
26.0,4.9,Windy,Low,2,1.0,0.0,Metropolitian,10,12.162306145096023
23.0,4.4,Windy,Low,0,0.0,0.0,Metropolitian,24,3.029527086813746
25.0,4.9,Windy,Low,0,1.0,0.0,,17,13.972131143083212
25.0,4.9,Cloudy,Low,0,,0.0,Metropolitian,21,10.867352908691128
28.0,4.9,Sandstorms,Medium,1,1.0,0.0,Metropolitian,28,7.568330481285652
31.0,3.8,Sandstorms,Jam,1,1.0,0.0,Metropolitian,41,11.91712870001259
38.0,4.7,Cloudy,Low,1,0.0,0.0,Metropolitian,18,1.5148048951935007
22.0,4.7,Cloudy,Low,2,0.0,0.0,Metropolitian,26,20.969489380087342
30.0,4.6,Windy,Low,1,0.0,0.0,Metropolitian,19,16.81997876421149
26.0,4.7,Fog,High,1,1.0,0.0,Metropolitian,33,2.9794969556315394
26.0,4.9,Stormy,Low,0,0.0,0.0,Metropolitian,15,13.615833459011268
32.0,4.7,Sandstorms,Low,1,1.0,0.0,Metropolitian,16,10.881197531246409
26.0,4.6,Sandstorms,High,0,1.0,0.0,Metropolitian,39,1.5094383155993516
30.0,4.5,Stormy,Jam,2,1.0,0.0,Metropolitian,27,20.18269322461139
37.0,4.4,Windy,Jam,1,0.0,0.0,Metropolitian,36,12.255817809722812
34.0,3.5,Cloudy,Low,1,0.0,0.0,Metropolitian,31,14.02175080337712
34.0,4.4,Stormy,Low,0,0.0,0.0,Urban,22,1.558137239175215
22.0,4.7,Stormy,Low,1,1.0,0.0,,14,3.040541510002792
32.0,4.9,Windy,Low,1,0.0,0.0,Metropolitian,21,1.5545440228107197
26.0,4.7,Windy,High,1,1.0,0.0,Metropolitian,28,6.05449875435502
34.0,4.8,Fog,Jam,2,1.0,0.0,Metropolitian,38,16.368322472172085
29.0,4.7,Cloudy,High,1,1.0,0.0,Metropolitian,33,1.4897777216516548
23.0,4.7,Fog,Low,0,1.0,0.0,Urban,21,17.074116110019784
23.0,5.0,Windy,Low,2,1.0,0.0,Metropolitian,17,13.766116995711348
39.0,4.8,Sunny,Low,1,1.0,0.0,Metropolitian,18,4.663439017652667
20.0,5.0,Fog,Jam,1,1.0,0.0,Urban,30,10.641490945494407
24.0,4.5,Windy,Low,0,0.0,0.0,Metropolitian,15,3.0643351463849164
30.0,4.9,Windy,High,1,0.0,0.0,Metropolitian,28,1.5545063327088608
37.0,4.7,Cloudy,Low,2,1.0,0.0,Metropolitian,27,12.161450531436758
33.0,4.8,Cloudy,High,0,0.0,0.0,Metropolitian,25,6.037614687084906
33.0,4.8,Sunny,Jam,2,1.0,0.0,Metropolitian,22,4.656990844808267
21.0,4.8,Windy,Medium,2,1.0,0.0,Metropolitian,27,4.561152427256372
28.0,4.2,Cloudy,Jam,1,1.0,0.0,Metropolitian,42,19.36342948174777
37.0,4.9,Sunny,Jam,0,1.0,0.0,Metropolitian,29,4.610035602260694
24.0,4.6,Fog,Medium,2,1.0,0.0,Metropolitian,14,5.85987986752675
27.0,4.6,Stormy,Jam,0,1.0,0.0,Urban,38,4.656811824870756
20.0,4.9,Sunny,Medium,0,1.0,0.0,Urban,24,10.415377398694972
35.0,4.4,Windy,Jam,2,1.0,0.0,Metropolitian,39,20.179033045443173
24.0,4.7,Cloudy,High,2,1.0,0.0,Metropolitian,28,1.4897768153112216
37.0,4.6,Windy,Jam,1,1.0,0.0,Metropolitian,28,7.6831914051315
33.0,4.7,Sandstorms,Low,0,1.0,0.0,Urban,28,13.760880474936114
33.0,4.6,Sandstorms,Medium,1,1.0,0.0,Metropolitian,30,20.252959556511744
20.0,4.9,Sunny,Low,1,0.0,0.0,Metropolitian,18,1.5294841760997977
36.0,4.1,Fog,Low,2,1.0,0.0,Metropolitian,35,13.97194896017493
36.0,4.7,Sandstorms,Low,2,1.0,0.0,Metropolitian,21,3.1161470193369545
34.0,4.6,Sandstorms,Medium,0,0.0,0.0,Metropolitian,27,7.600990561376193
23.0,4.6,Sunny,High,2,0.0,0.0,Urban,16,6.217860329667253
21.0,4.6,Sunny,Low,0,1.0,0.0,Urban,17,9.07437751153265
30.0,4.8,Sunny,Low,1,0.0,0.0,Metropolitian,24,13.611254468563876
26.0,4.7,Sunny,Jam,0,1.0,0.0,Metropolitian,21,12.075147204184724
32.0,4.7,Cloudy,Low,1,0.0,0.0,Metropolitian,28,20.179033045443173
32.0,4.1,Stormy,Jam,0,1.0,0.0,Metropolitian,49,9.055981117924205
27.0,4.0,Cloudy,Medium,2,0.0,0.0,Metropolitian,38,12.435005114517455
36.0,4.1,Sunny,Jam,2,1.0,0.0,Metropolitian,32,13.405971717381744
29.0,4.5,Fog,Medium,2,,0.0,Metropolitian,13,9.348403335334272
37.0,4.2,Cloudy,Medium,1,1.0,0.0,Metropolitian,43,20.28668721160972
36.0,4.7,Windy,Low,0,1.0,0.0,Metropolitian,21,12.161512247541568
37.0,4.7,Stormy,Low,2,0.0,0.0,Metropolitian,26,1.5300320235211
23.0,4.8,Stormy,Medium,1,1.0,0.0,Metropolitian,19,12.484473082437557
24.0,4.7,Sandstorms,Medium,1,1.0,0.0,Metropolitian,21,9.193021332844554
36.0,4.5,Fog,Jam,2,1.0,0.0,Urban,27,7.772523200443429
35.0,4.9,Sandstorms,Medium,1,0.0,0.0,Metropolitian,25,12.434913132379243
23.0,4.8,Fog,Medium,2,1.0,0.0,Metropolitian,19,6.232193723015724
30.0,5.0,Sunny,High,2,0.0,0.0,Metropolitian,16,6.037440799484659
30.0,4.6,Stormy,Jam,0,3.0,1.0,Metropolitian,54,16.600361127912656
20.0,4.8,Sunny,Medium,1,0.0,0.0,Urban,16,6.054108966390801
22.0,4.8,Stormy,Low,2,0.0,0.0,Metropolitian,13,13.631330662170871
32.0,3.9,Sandstorms,Jam,2,0.0,0.0,Metropolitian,38,12.10773975418479
35.0,4.7,Sunny,Jam,2,1.0,0.0,Metropolitian,24,9.313300003113902
20.0,4.6,Windy,Medium,1,0.0,0.0,Metropolitian,16,12.483782213901394
31.0,3.7,Fog,Low,2,0.0,0.0,Metropolitian,37,19.882650147416
21.0,5.0,Sunny,Medium,0,1.0,0.0,Metropolitian,24,10.756955716295083
26.0,5.0,Windy,Low,2,1.0,0.0,Metropolitian,16,2.979599835600764
24.0,4.5,Fog,Jam,1,1.0,0.0,Metropolitian,25,4.579042936877916
21.0,4.9,Windy,Low,0,0.0,0.0,Metropolitian,19,10.64192551943122
33.0,4.1,Windy,Low,0,1.0,0.0,Metropolitian,34,3.109073410946993
28.0,4.9,Stormy,Jam,2,1.0,0.0,Metropolitian,28,13.97065239831014
24.0,4.7,Sandstorms,Medium,0,1.0,0.0,,29,10.906412696832646
22.0,4.8,Sunny,High,2,0.0,0.0,Metropolitian,17,6.049968949184032
34.0,4.0,Fog,Medium,1,1.0,0.0,Metropolitian,38,14.02175080337712
33.0,4.6,Sandstorms,Jam,2,1.0,0.0,Metropolitian,27,13.970572124439776
37.0,4.1,Cloudy,Jam,2,1.0,0.0,Metropolitian,35,4.674393132741051
24.0,4.8,Sandstorms,Low,2,1.0,0.0,Urban,12,3.0585736588579726
30.0,4.6,Fog,Jam,2,2.0,0.0,Metropolitian,43,19.3626986679347
22.0,4.5,Windy,Low,1,1.0,0.0,Metropolitian,16,12.116886186590971
28.0,5.0,Cloudy,Jam,0,0.0,0.0,Metropolitian,40,12.293508819559186
23.0,4.6,Cloudy,Jam,2,1.0,0.0,Urban,39,13.583332471810197
29.0,4.6,Sandstorms,Low,1,0.0,0.0,Urban,16,12.434914295120448
22.0,4.9,Fog,Medium,0,0.0,0.0,Metropolitian,25,4.65694538594946
21.0,4.6,Sandstorms,Jam,2,1.0,0.0,Metropolitian,24,17.074786485938343
37.0,4.9,Windy,High,1,1.0,0.0,,34,1.5147861398649296
24.0,4.5,Stormy,Jam,2,0.0,0.0,Metropolitian,24,13.789485363023294
25.0,4.8,Sunny,Jam,2,0.0,0.0,Metropolitian,14,4.561267998364189
38.0,3.8,Stormy,Jam,2,1.0,0.0,Metropolitian,41,12.256927745913815
26.0,4.6,Sandstorms,Low,1,0.0,0.0,Urban,13,4.66365822992179
29.0,4.9,Fog,Jam,1,1.0,0.0,Metropolitian,37,10.58681760722298
28.0,5.0,Fog,High,1,0.0,0.0,Metropolitian,21,6.127106344248052
34.0,4.9,Fog,Low,2,1.0,0.0,Urban,19,7.790401204068506
21.0,4.6,Cloudy,Jam,1,1.0,0.0,Metropolitian,44,12.257118233178144
27.0,4.6,Sandstorms,Jam,0,1.0,0.0,Metropolitian,31,12.419794286435744
26.0,4.6,Stormy,Medium,2,1.0,0.0,Metropolitian,26,16.384502397510182
34.0,4.7,Fog,Low,2,0.0,0.0,Metropolitian,19,3.0250984842245745
23.0,4.5,Sandstorms,Medium,1,1.0,0.0,Metropolitian,24,7.760775621293676
31.0,4.6,Cloudy,Medium,1,0.0,0.0,Metropolitian,19,6.036244196933988
38.0,4.4,Fog,Medium,2,1.0,0.0,,33,16.476437954273965
28.0,4.7,Cloudy,Medium,2,1.0,0.0,Metropolitian,37,19.840099821486536
25.0,4.6,Fog,Medium,2,1.0,0.0,Metropolitian,33,10.703215446671855
21.0,4.8,Fog,Medium,0,2.0,0.0,Metropolitian,38,13.481647304425271
35.0,3.6,Stormy,Jam,2,0.0,0.0,Metropolitian,37,17.074806111801863
22.0,4.7,Stormy,Jam,0,0.0,1.0,Metropolitian,39,4.590648124312415
